frequency,intensity
0,16.015298684812116
1,10.864094227661491
2,10.915534226184283
3,11.05039325039998
4,11.068294955539427
5,11.094426070370655
6,10.927535327742087
7,11.071075195553519
8,10.782889449027829
9,10.919285022055186
10,11.090005358200699
11,11.106477349949456
12,10.993789978712503
13,11.109709096918523
14,11.201855689383754
15,11.07385113283302
16,11.022261310717745
17,11.138255111571743
18,11.089041486822454
19,10.893342340082425
20,10.953595697569378
21,10.809137099141031
22,10.635893514422728
23,10.45775501069125
24,10.237677756540611
25,10.076643527242961
26,9.694651048241498
27,9.169084456790593
28,9.045475295303051
29,9.269268688412529
30,9.555770966324339
31,9.731027424651158
32,9.918108173743853
33,10.148124521150958
34,10.132338658622805
35,10.186132398611276
36,10.330978852616536
37,10.292260852533914
38,10.417777522821673
39,10.344332449563746
40,10.465394745937873
41,10.505878859411492
42,10.483323801148071
43,10.47146710611005
44,10.436042883343482
45,10.347555518874701
46,10.48397839202104
47,10.378134895915823
48,10.339798512009358
49,10.360186324593293
50,10.17128183381387
51,10.113164902052347
52,10.02859702095021
53,9.901113601625156
54,9.860266202134689
55,9.560563230482833
56,9.400501043262164
57,9.141884959522828
58,9.020499970052473
59,8.64381564404034
60,8.301191034129172
61,8.262527664446843
62,8.448020359952702
63,8.756910841666445
64,8.87177555458922
65,9.04430623813168
66,9.193130793606809
67,9.354818730641902
68,9.46631900940414
69,9.481446146672067
70,9.5482638503928
71,9.609539014254649
72,9.58331053476558
73,9.60393302383665
74,9.566500004809965
75,9.537223701539004
76,9.60606553983459
77,9.434361177929961
78,9.505821964041939
79,9.414603397400807
80,9.386201968198577
81,9.244390917447001
82,9.1919225823136
83,9.08998248951079
84,9.067509169765328
85,8.920294118747632
86,8.735602089412446
87,8.565775912121456
88,8.38404949710988
89,8.193476186190466
90,7.940329067167105
91,7.786031229430108
92,7.567489371167745
93,7.467179860325959
94,7.676237429049243
95,7.8424613306176605
96,7.928222433133002
97,8.025669335053767
98,8.128250773719433
99,8.253479293715047
100,8.29938756083739
101,8.281534848520847
102,8.239284437800103
103,8.28055169200202
104,8.259935701521425
105,8.228024864026942
106,8.153002306989066
107,8.065768868105138
108,8.053656468008967
109,7.839025380550092
110,7.762178921686072
111,7.615123287270616
112,7.5542965253122425
113,7.338377879654676
114,7.292566997863261
115,7.1898623045818475
116,7.256749313884505
117,7.3357237484839635
118,7.34956232577785
119,7.47682259829725
120,7.558476729589205
121,7.694826078553162
122,7.669910871065945
123,7.786112836095511
124,7.79421133830157
125,7.793352719817606
126,7.721076763957483
127,7.7339448153476695
128,7.6940862133385775
129,7.719521918430989
130,7.641164162488819
131,7.59297609095558
132,7.494803546684221
133,7.377238450596632
134,7.32817511760475
135,7.241791018581846
136,7.149895305986018
137,7.134006093795225
138,7.204945902137003
139,7.25459727760318
140,7.3238671326469005
141,7.398552399631402
142,7.433764515187624
143,7.555459898672138
144,7.605306353295543
145,7.685009777114567
146,7.742466342217607
147,7.827907182286707
148,7.815569631121597
149,7.864137691517168
150,7.8737769151121775
151,7.892767386449847
152,7.893562528845296
153,7.824679587640336
154,7.850162411617588
155,7.807032538436909
156,7.744832145993618
157,7.7549304463233675
158,7.678448535317015
159,7.664791916717493
160,7.54874288062937
161,7.520298173582961
162,7.459829911914893
163,7.359795932229347
164,7.312339126374367
165,7.237113259694041
166,7.1707828935063915
167,7.118534609970845
168,7.106145021357831
169,7.11133158609003
170,7.133720016862158
171,7.170966606585497
172,7.180036443623923
173,7.246228316442464
174,7.248592349351429
175,7.353025604648824
176,7.338571770986754
177,7.397778369349497
178,7.371654196374386
179,7.42329966156024
180,7.392135631580619
181,7.500219549413253
182,7.397798421849651
183,7.403158617627741
184,7.4334390486570285
185,7.4233031338815225
186,7.354486989587191
187,7.377583735053299
188,7.377833091754954
189,7.292085382564133
190,7.278672093705331
191,7.240358503822415
192,7.240118020985646
193,7.228727995516128
194,7.152445799411889
195,7.1268971043379565
196,7.150019133598241
197,7.120740832520289
198,7.093345217189577
199,7.132751073561352
200,7.14255580616287
201,7.148605033969191
202,7.076303797021444
203,7.085854210941801
204,7.116981089179605
205,7.112331988106349
206,7.135501239157086
207,7.110387659742303
208,7.101724113840392
209,7.086660193301754
210,7.136512993089891
211,7.091550041647096
212,7.092950821879982
213,7.151385418677746
214,7.116472506969578
215,7.1131815136051895
216,7.074323968041868
217,7.103173292040719
218,7.073632784582823
219,7.099526242422949
220,7.108190289878193
221,7.102515369333184
222,7.101401942346518
223,7.059966806429085
224,7.046088012155501
225,7.094549110509405
226,7.0704451147363585
227,7.058572941785234
228,7.063385626971894
229,7.076564307944468
230,7.130248993594997
231,7.080784650438219
232,7.0904788114685635
233,7.076981090780751
234,7.083723631088601
235,7.0666540112022185
236,7.095360742514976
237,7.090015677602595
238,7.092889328264397
239,7.0745029184670045
240,7.0718441993303145
241,7.0962516796511785
242,7.079356520749823
243,7.0712847003718196
244,7.093974257672853
245,7.054186991596979
246,7.066455838860023
247,7.095153861852133
248,7.09842839061134
249,7.076162326641074
250,7.081030365835961
251,7.071291319676289
252,7.106136853774872
253,7.074360565700965
254,7.073467024031894
255,7.077731303678777
256,7.033108608479421
257,7.086742875421242
258,7.060805091989067
259,7.091636246944958
260,7.068124079437777
261,7.088295397135324
262,7.0815334445737435
263,7.085942811781545
264,7.076376499119197
265,7.054528253301797
266,7.087357465258511
267,7.085267419778796
268,7.077595949400643
269,7.062764753890854
270,7.077322870401162
271,7.091096830746455
272,7.079272269612518
273,7.10794966295253
274,7.075960399847303
275,7.08656409133838
276,7.077903024702074
277,7.081841629999059
278,7.080632439305184
279,7.090122868405671
280,7.079054910933197
281,7.081046737265948
282,7.068407022371443
283,7.104275460605407
284,7.07258357882088
285,7.088406121820045
286,7.099349378145035
287,7.088158837788694
288,7.0979788744602486
289,7.083509115541489
290,7.0953635085842155
291,7.078679362552854
292,7.056836210406581
293,7.086009089708093
294,7.06226974891065
295,7.084548342934639
296,7.075065207595032
297,7.075804493036135
298,7.063138724507076
299,7.085777201974325
300,7.069295262237227
301,7.116951227964315
302,7.0910998025759895
303,7.106109670589731
304,7.081469109280545
305,7.076114066008158
306,7.02454531538248
307,7.084696673449614
308,7.094454080297904
309,7.086117909036183
310,7.080223696879741
311,7.0697898077370125
312,7.092572702231519
313,7.083471099341037
314,7.076548687022337
315,7.0689771184927634
316,7.075286110273386
317,7.06966110192046
318,7.052962380712155
319,7.070408184034552
320,7.063841427282222
321,7.063241714602302
322,7.100018826695231
323,7.019961477295586
324,7.107573746674184
325,7.092966212219186
326,7.068875449962322
327,7.083193314487994
328,7.050203606887856
329,7.083395691412175
330,7.088991290413056
331,7.051286442822138
332,7.093352602498942
333,7.071962989646628
334,7.072432225343648
335,7.0900436539990555
336,7.077903731339754
337,7.067017171896756
338,7.078047916794125
339,7.087348075054315
340,7.094372373369749
341,7.081868693778711
342,7.067168229051162
343,7.071941424028209
344,7.059454806901334
345,7.093123754616665
346,7.0743151046905375
347,7.100414863473037
348,7.085271450722567
349,7.070160974221591
350,7.088979231153044
351,7.069483989490534
352,7.063117504807322
353,7.059865098258289
354,7.066720460245969
355,7.070283076877929
356,7.064239641364738
357,7.093067870549708
358,7.098035501637889
359,7.106880054186602
360,7.095052705912844
361,7.074280041571115
362,7.088654929522453
363,7.058224335224276
364,7.083502895438453
365,7.0426241722976615
366,7.050208657270433
367,7.044296901125544
368,7.090562361249325
369,7.0811042101359
370,7.075197520401731
371,7.062529312321829
372,7.081565977457002
373,7.07558793964264
374,7.082486503531903
375,7.083805448012821
376,7.076990076369895
377,7.034981686616047
378,7.093500255478413
379,7.085481346250999
380,7.047671995189576
381,7.09542285016239
382,7.077580979031462
383,7.073462169029949
384,7.062459435299105
385,7.088367480316245
386,7.104437571766388
387,7.072734779882345
388,7.0849310003603
389,7.04310996573059
390,7.0778839933003255
391,7.051950533279939
392,7.0746785315041185
393,7.0598255471612
394,7.081472099936983
395,7.084331954318456
396,7.09685131749554
397,7.077350524004153
398,7.075209330864754
399,7.070850410748152
400,7.066553475941666
401,7.056686188898183
402,7.077142001605665
403,7.06818310741902
404,7.086327196926532
405,7.083377153809328
406,7.054763256959466
407,7.084020206552573
408,7.074636146611209
409,7.070032066696167
410,7.0700364284609964
411,7.094102744607881
412,7.069468162763178
413,7.075347348951098
414,7.068906838425604
415,7.1049432478667045
416,7.0627009874268465
417,7.066738667393363
418,7.059939711907362
419,7.088408128565692
420,7.0289347682317835
421,7.078722487376543
422,7.073496582199649
423,7.070356657975036
424,7.069293665088114
425,7.086870295640001
426,7.075612121196599
427,7.049625812248197
428,7.077134292947091
429,7.100021700741155
430,7.050508613075221
431,7.077644455949653
432,7.074751892377996
433,7.079193563526321
434,7.061749016222582
435,7.043507397828476
436,7.078187799534362
437,7.076893803809796
438,7.075824654886273
439,7.082347077499067
440,7.079540844427833
441,7.083171950919488
442,7.072077941398593
443,7.084093496999129
444,7.0748231545475395
445,7.0738892128922535
446,7.070824270152197
447,7.049570623843046
448,7.044145685235763
449,7.091947942920181
450,7.065626791173366
451,7.0637044183879105
452,7.088722963113434
453,7.1054921951578605
454,7.074559150254909
455,7.0857368322657015
456,7.109979492801035
457,7.069495936459198
458,7.094696349253078
459,7.0667468120595816
460,7.072077136685127
461,7.064776822592761
462,7.053567852467696
463,7.060880950627252
464,7.100250647189717
465,7.072319366901035
466,7.086152748398394
467,7.09018149217555
468,7.068892388204775
469,7.067417649241652
470,7.080347986977679
471,7.053199512507532
472,7.073223076945148
473,7.1000375525090975
474,7.079242649507492
475,7.078955986291696
476,7.072532294112355
477,7.077359507082604
478,7.086407977182934
479,7.097303033702496
480,7.07131888476511
481,7.053579085877758
482,7.057117028499537
483,7.098439696397745
484,7.075936364921517
485,7.0879040966136975
486,7.041225906544118
487,7.100923718752033
488,7.08329824418141
489,7.0512374868488745
490,7.062723736881558
491,7.087138460759469
492,7.113743231713056
493,7.057652898092743
494,7.0665156384220795
495,7.091809665015969
496,7.07655149275635
497,7.08481344106789
498,7.076243496893236
499,7.082499092622368
500,7.069394281792425
501,7.076529116538473
502,7.036284225771766
503,7.073835734878722
504,7.124649902849456
505,7.071225614026265
506,7.078976659158026
507,7.0623625898204345
508,7.098336156657721
509,7.073235816263514
510,7.059607803123799
511,7.058553899325423
512,7.074568064601825
513,7.044039616320422
514,7.073722335038329
515,7.067537380608099
516,7.1011028977246475
517,7.082051333036314
518,7.079375635377636
519,7.106679635968395
520,7.031968364256461
521,7.086961939761644
522,7.087098309609216
523,7.091579731774126
524,7.042580597882727
525,7.087260987496341
526,7.064433137882599
527,7.067797121915398
528,7.06601732742362
529,7.060902735914038
530,7.082376702821907
531,7.056092674107682
532,7.098646161749659
533,7.087398360297127
534,7.053975368389844
535,7.058622885845721
536,7.0717994129534105
537,7.066923081616745
538,7.112683911298259
539,7.070152168991509
540,7.046966116807308
541,7.038433933223857
542,7.077493324630023
543,7.069307045572387
544,7.06294909706508
545,7.0741152074590765
546,7.1242907490783685
547,7.080812527355005
548,7.077341357399652
549,7.067911928022737
550,7.076912148036989
551,7.047717826185362
552,7.07193760304212
553,7.1038561310660535
554,7.078005397414473
555,7.097827017585233
556,7.055390422875247
557,7.0709987038129904
558,7.098798678262937
559,7.115377279048316
560,7.042482853207184
561,7.0713580113727845
562,7.065073415383771
563,7.072494570186158
564,7.117762005810317
565,7.050409699845238
566,7.092547189130494
567,7.055496471029003
568,7.051230522439533
569,7.076721481984519
570,7.118718567127749
571,7.067588512462674
572,7.0663792842350865
573,7.08237961457389
574,7.068940783737348
575,7.125496098415281
576,7.099887315960606
577,7.034789073173158
578,7.035775668369762
579,7.061568176564572
580,7.086247338807614
581,7.0226397692125175
582,7.043807930515915
583,7.018372442718541
584,7.114300364344403
585,7.092092173931648
586,7.071572547134429
587,7.13633379922222
588,7.124816974880835
589,7.111286918761176
590,7.079698470888315
591,7.036467170926388
592,7.129415193997138
593,7.078527235629125
594,7.059156668036377
595,7.035207518298481
596,7.137210740021442
597,7.084841634044476
598,7.019967006681987
599,7.128338286177515
600,7.054485198491491
601,7.083161371907127
602,7.089183966696313
603,7.078582503173904
604,7.031851011641177
605,7.0959695409299
606,6.969379906915418
607,7.058512960102101
608,7.1242898039636895
609,7.059647735270815
610,7.0649348238806065
611,7.071954456119545
612,7.065875589494147
613,7.0582759285457115
614,7.056814264407822
615,7.117120144710046
616,7.077984871778829
617,7.133332102688497
618,7.075165188329441
619,7.001570070110281
620,7.054991335022949
621,7.000974497596124
622,7.085650184912499
623,7.062300115652021
624,6.985562404747066
625,7.075036938280581
626,7.160712127081959
627,7.054459610553784
628,7.139567110065232
629,7.079083129868106
630,7.134502372067864
631,7.151205125174515
632,7.083057952196733
633,7.059443220450229
634,7.069298301582252
635,7.130872468244517
636,7.064015515736917
637,7.042952423985186
638,7.231709053003948
639,7.107782236432842
640,6.95930355861475
641,7.116667390223242
642,7.097697448360747
643,7.232451717900512
644,7.013034272152483
645,7.195887927559731
646,6.9244606792699415
647,7.064629125440106
648,7.154143124275227
649,7.1222845982430245
650,6.464467042229467
