frequency,intensity
0,15.938782736860897
1,12.76436177636587
2,11.63346905424799
3,11.344884495825898
4,10.95451824203161
5,11.224222018254315
6,10.566631707380067
7,10.731358423904746
8,10.614598648325304
9,10.416817338037898
10,10.658709304751431
11,10.460537849527679
12,10.301941988050086
13,10.487478208120493
14,10.391944101701826
15,10.254301544704399
16,10.33877709255466
17,10.340648803251522
18,10.186651482434607
19,10.129455241081496
20,10.185260200667871
21,10.102509546582858
22,10.133442640232449
23,9.991219235377732
24,9.894019193638508
25,9.908234286846689
26,10.038479249103816
27,9.9360202554648
28,10.024146692953453
29,9.928344843062005
30,10.009380694694478
31,10.06060261334677
32,10.053294220533509
33,10.110773408572083
34,10.164101983616073
35,10.142845155214882
36,10.149326112506774
37,10.05728840880493
38,10.140478767562215
39,10.098206540939652
40,10.122244231249402
41,10.142010429113125
42,10.176513267091899
43,10.123318393238
44,10.069968062672768
45,10.047272193776067
46,10.073560045445994
47,10.008999226264276
48,9.928299940014055
49,10.02358566758379
50,9.908895580929208
51,9.902068909853085
52,9.88748460837544
53,9.788368990839036
54,9.682198078448382
55,9.628375100729803
56,9.688051255551517
57,9.642217933822142
58,9.562028086339877
59,9.606629789821156
60,9.587814147004819
61,9.555811648063528
62,9.56815381787237
63,9.654894213359722
64,9.549907580621877
65,9.595071910690093
66,9.5255640134454
67,9.56202675335387
68,9.509219960633933
69,9.610836051120456
70,9.612001117669879
71,9.571293435609027
72,9.553095976349224
73,9.52826935360973
74,9.575816959399765
75,9.531673899752198
76,9.504394323807722
77,9.492941385071756
78,9.478330319883394
79,9.472260598394696
80,9.430583118154306
81,9.498534170675098
82,9.431214634488224
83,9.44314290188679
84,9.463733108827967
85,9.39354895435718
86,9.36386787682135
87,9.461649180750861
88,9.364763050574219
89,9.300181161808968
90,9.299016404494648
91,9.34795588755014
92,9.315729270820068
93,9.311388072279712
94,9.262659281277035
95,9.23236985437241
96,9.244815745290369
97,9.294187629537994
98,9.257367694183921
99,9.241005467037423
100,9.264391067085812
101,9.262151723413453
102,9.237410499046753
103,9.168547902201393
104,9.138168132269104
105,9.13517319726161
106,9.163874753419604
107,9.185742406833551
108,9.151373441436652
109,9.152312138776455
110,9.056433133405944
111,9.029214656565443
112,9.026546289679834
113,8.995761483954109
114,9.019163524275891
115,9.044327652186682
116,9.023235061214535
117,9.008181049275152
118,9.013687800516575
119,8.948703984587876
120,8.922097371565972
121,8.850010814537507
122,8.904857458520372
123,8.927888334505703
124,8.829411579134263
125,8.831947150192637
126,8.787288725316738
127,8.799611031277175
128,8.761850187413211
129,8.817986669827588
130,8.730782388427787
131,8.708183978565431
132,8.752310215352894
133,8.656528185105753
134,8.696161834858227
135,8.688516436757055
136,8.608174541616004
137,8.643189498986859
138,8.571652179313737
139,8.606040723536433
140,8.563213876348719
141,8.510101048514889
142,8.525173486793628
143,8.513444871681575
144,8.47536948626821
145,8.455799925322388
146,8.495234690561402
147,8.442225433364019
148,8.355871256399881
149,8.399709694253188
150,8.321985870099919
151,8.35527762027974
152,8.362651440375132
153,8.291857299966905
154,8.303631517962577
155,8.284826147055902
156,8.283818884873789
157,8.262199034559767
158,8.255681972536518
159,8.252095956573996
160,8.265311472133835
161,8.232700170424607
162,8.135712969765756
163,8.131948336148108
164,8.189418521277236
165,8.184572721123965
166,8.154583937214461
167,8.143085613744974
168,8.138058823770047
169,8.153063220816872
170,8.16773766048287
171,8.086408883776395
172,8.11558762474343
173,8.090781439113076
174,8.034774797323543
175,8.076266053201728
176,8.069004118364303
177,8.045430162162662
178,8.02933368043282
179,8.010667689552397
180,8.040605753468414
181,8.02855138003441
182,7.990858198675669
183,7.950188149209063
184,7.984102801938943
185,7.954464849901175
186,7.954163472777361
187,7.960889453119804
188,7.965649165447572
189,7.866255512961586
190,7.8826289184869465
191,7.918982625876867
192,7.908285464724552
193,7.898240178359534
194,7.879798475309857
195,7.87318708418534
196,7.837854697447899
197,7.831497059034315
198,7.8423895765434875
199,7.836586264687782
200,7.813205841033911
201,7.813150950853696
202,7.83195515508037
203,7.803597646831054
204,7.773288289222135
205,7.7609936967084385
206,7.803767569381143
207,7.807029602887264
208,7.782564679036862
209,7.7608358918180835
210,7.77114508463339
211,7.78360560718113
212,7.771514575067058
213,7.7355549419242
214,7.794126414379154
215,7.742574915481702
216,7.710416008807927
217,7.7284970267897775
218,7.742692020264826
219,7.687193341371252
220,7.712534808371473
221,7.68624294605239
222,7.707193227494325
223,7.688370358909848
224,7.692513313658714
225,7.6619057703835765
226,7.668707232439505
227,7.663445114600467
228,7.669891205680912
229,7.679148035237852
230,7.666808654133241
231,7.6586921018101775
232,7.696013261080384
233,7.647344035815296
234,7.630705656616051
235,7.588239970224372
236,7.684942587569545
237,7.651801727919075
238,7.655460160346558
239,7.6228106481046325
240,7.600657641492813
241,7.58533218477969
242,7.568178065588825
243,7.581946232711526
244,7.58440479681139
245,7.577493899987265
246,7.6011437258252315
247,7.548505939395421
248,7.571854242738671
249,7.558946235753607
250,7.550992450461491
251,7.565890702440222
252,7.56978217703325
253,7.543923362049578
254,7.553147617006223
255,7.569577002128951
256,7.5805589624739325
257,7.559070740092217
258,7.5708532470927175
259,7.559634412922481
260,7.567825993349454
261,7.5435601790662465
262,7.5106294226212915
263,7.545900305367347
264,7.566871399800752
265,7.538780069287525
266,7.530617554780647
267,7.546060733132434
268,7.532428094893404
269,7.513755105676458
270,7.5235330145300185
271,7.509541205832507
272,7.503992614933201
273,7.501788481560882
274,7.536528477304315
275,7.5159877915303515
276,7.511243048592405
277,7.502178573777433
278,7.4860302745185
279,7.4907836689203355
280,7.495645037424592
281,7.5229013304505585
282,7.481563315546493
283,7.470683273770062
284,7.477779425102409
285,7.5165598174150485
286,7.476527182524378
287,7.501433204581156
288,7.477755642930848
289,7.473732277371373
290,7.44055783238816
291,7.47065714779136
292,7.477464690825908
293,7.4300253068590365
294,7.473207855945209
295,7.46515137590576
296,7.450713529469808
297,7.459663209647542
298,7.471268505454629
299,7.446343509333752
300,7.446350508480216
301,7.464497191773979
302,7.462447407910504
303,7.453789589175422
304,7.418779758556745
305,7.429577084083914
306,7.43177409765137
307,7.412090443612482
308,7.4470184019328745
309,7.443717764300335
310,7.444065944001355
311,7.439750952099847
312,7.4956908961841595
313,7.407160480844613
314,7.439761999905234
315,7.424734811965551
316,7.424682950189953
317,7.434736049567946
318,7.42338987383582
319,7.421079044662227
320,7.405031401634174
321,7.425911277121149
322,7.465453791163857
323,7.412090152932749
324,7.411376521361108
325,7.431235063975789
326,7.421960921910062
327,7.428631854939513
328,7.4080630589822
329,7.413556867655878
330,7.425144978707728
331,7.446867476401253
332,7.3764327334000335
333,7.425142632027051
334,7.40185163662206
335,7.431923186059742
336,7.418281171391049
337,7.399142430608605
338,7.421129552729746
339,7.425099729187246
340,7.4120877532423854
341,7.404733300771616
342,7.4139758650376395
343,7.429037558420414
344,7.395958335158794
345,7.375384735820188
346,7.417130824439242
347,7.374500730720538
348,7.411995799140553
349,7.409034559387641
350,7.414472150379415
351,7.3918144542142175
352,7.3735979992503555
353,7.410936834901374
354,7.394526607927725
355,7.426565206961727
356,7.400574099581755
357,7.387673269286388
358,7.413263003209992
359,7.346208468071741
360,7.384303436298232
361,7.37923235486326
362,7.391352242911747
363,7.377317288575394
364,7.389785869860262
365,7.394326061187129
366,7.3896160691149255
367,7.381966700079557
368,7.389988542052553
369,7.375284799928637
370,7.376037562191731
371,7.3899796888945115
372,7.394218368811659
373,7.387808626937956
374,7.377644206358305
375,7.390334602052116
376,7.395804430938374
377,7.388790662267825
378,7.380616026106741
379,7.372959091083919
380,7.3875562033291775
381,7.360208545874975
382,7.369931278169213
383,7.362477073058418
384,7.367822820870095
385,7.3960924136869455
386,7.399068383045442
387,7.3754177234996465
388,7.379751002239992
389,7.372838162472147
390,7.360313149746387
391,7.355832743647372
392,7.362945508702857
393,7.371397244465609
394,7.349220409382211
395,7.401396484678197
396,7.345913294729576
397,7.3793068407965725
398,7.3742061012791815
399,7.355616054238626
400,7.365731834204714
401,7.347980742940554
402,7.381468019213546
403,7.388224037194602
404,7.367107748418168
405,7.396058083054842
406,7.389682714170998
407,7.392581677644619
408,7.386328257198572
409,7.358628512043184
410,7.342801559785258
411,7.358815589585596
412,7.362912190279906
413,7.350296069113568
414,7.372011095188678
415,7.341825675165966
